Category	Usage	Path	SourceStatus
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_12.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_13.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_14.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_15.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_16.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Idle/Cachelon_Base_Idle_17.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_01.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_02.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_03.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_04.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_05.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_06.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_07.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_08.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_09.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_10.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_11.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_12.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Base battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Base/Status/Cachelon_Base_Status_13.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_01.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_02.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_03.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_04.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_05.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_06.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_07.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_08.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_09.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_10.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_11.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_12.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_13.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_14.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_15.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_16.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_17.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_18.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_19.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Attack/Cachelon_Evolved_Attack_20.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/battle_animation_manifest.json	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_01.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_02.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_03.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_04.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_05.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_06.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_07.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_08.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_09.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_10.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_11.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_12.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_13.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
AlgoMon Animation	Convention load: CACHELON Evolved battle frame/manifest	AlgoMon/Assets/_AlgoMon/Sprites/CACHELON/Evolved/Defense/Cachelon_Evolved_Defense_14.png	Confirmed: project sprite animation/species art generated by author with PixelLab workflow; prompts/job IDs not stored in repo
